N,P,K,temperature,humidity,ph,rainfall,label
48,53,46,25.410022,48.418932,6.905588,440.557622,Susam
57,49,44,22.413455,40.689149,6.572513,413.176864,Susam
52,38,70,24.989478,49.359097,7.4288,378.634039,Susam
48,47,46,24.218587,48.522185,7.287277,438.75417,Susam
56,44,57,24.837428,40.440078,6.735739,448.60066,Susam
46,53,50,25.924755,43.794036,6.041367,362.281866,Susam
52,46,49,25.136424,42.486465,6.125844,427.242639,Susam
46,41,53,26.833906,49.467968,6.613203,437.689131,Susam
43,39,52,25.117189,42.696403,6.429361,445.423918,Susam
59,48,41,22.839999,41.833617,6.206608,387.686682,Susam
53,37,63,27.138977,41.256263,7.23465,446.452738,Susam
51,39,50,26.111495,48.200579,6.115058,369.710824,Susam
54,51,62,23.10618,42.66152,7.25798,377.996933,Susam
73,59,42,15.861237,50.455824,6.780389,355.398382,Hashas
52,53,35,17.237981,55.179146,6.678174,350.187561,Hashas
50,51,54,15.97329,57.780161,6.882833,407.25361,Hashas
78,55,55,17.956418,55.616847,7.035977,411.271976,Hashas
54,48,45,15.348252,57.043546,6.987003,419.941922,Hashas
77,41,54,16.169182,53.471817,7.701033,426.168689,Hashas
71,45,55,15.518446,55.290409,6.613153,385.978058,Hashas
72,51,49,16.808551,50.756629,6.658229,405.199928,Hashas
80,51,55,18.362749,58.794426,7.908106,383.849693,Hashas
72,51,44,19.158389,58.457666,7.959686,389.509055,Hashas
67,47,55,17.362705,55.838662,6.920153,361.815613,Hashas
76,45,35,15.774932,53.565463,7.153888,355.23542,Hashas
78,57,50,16.427663,54.503234,7.519268,353.501788,Hashas
56,50,38,19.773396,53.444392,6.745186,421.371485,Hashas
54,57,54,16.681047,55.060955,6.732284,416.755655,Hashas
61,50,44,15.531103,57.942069,7.937309,350.245638,Hashas
70,49,55,19.187726,57.623668,7.400895,401.931843,Hashas
64,46,53,15.629928,56.234982,7.53199,378.194901,Hashas
62,44,38,17.599178,50.935433,7.099272,359.239452,Hashas
78,48,45,16.219846,50.454157,6.839785,445.287195,Hashas
61,56,41,15.154412,58.15623,7.014712,410.643864,Hashas
80,54,40,17.587409,56.204348,7.71596,362.898292,Hashas
75,50,54,17.742319,55.665782,7.60679,448.650457,Hashas
53,56,39,15.787906,54.211587,6.580508,379.214291,Hashas
77,47,53,17.375379,59.878634,7.223546,425.843749,Hashas
61,55,41,17.355066,50.084951,7.958712,402.780034,Hashas
63,57,44,19.924335,51.830227,7.941636,435.258449,Hashas
72,48,40,15.988709,51.693148,7.250614,427.916274,Hashas
66,43,47,16.61528,57.200874,7.770497,407.785965,Hashas
55,59,37,19.846933,51.186496,6.59651,424.471172,Hashas
76,52,38,15.426228,54.193654,7.754608,400.097097,Hashas
68,55,47,19.866972,50.832596,7.60118,430.667062,Hashas
63,49,42,16.70277,52.750434,7.323906,368.141378,Hashas
74,52,39,16.14802,51.87157,6.926227,441.898936,Hashas
75,53,36,19.44714,50.909178,7.820945,412.662226,Hashas
57,56,52,16.14925,52.363928,7.992599,411.917622,Hashas
52,54,36,15.438321,56.534689,7.437433,404.37732,Hashas
58,45,37,15.866112,51.274798,7.482694,355.715834,Hashas
56,57,36,16.599643,52.536149,7.145037,356.25162,Hashas
73,46,50,16.525019,56.838598,7.212849,364.979097,Hashas
72,50,38,15.561581,52.696732,6.550263,365.368043,Hashas
54,54,41,18.379647,53.328643,6.590218,358.571102,Hashas
54,55,38,15.434024,59.983096,7.34273,413.66372,Hashas
55,43,39,17.925824,53.605553,7.433015,404.858488,Hashas
59,50,54,17.174898,50.014511,6.814751,417.468634,Hashas
74,43,39,17.566084,56.120561,7.949145,446.733212,Hashas
64,41,44,15.303121,58.424842,6.550852,412.489576,Hashas
73,54,46,17.219579,50.856275,7.37736,421.01894,Hashas
65,57,40,18.297604,56.599783,7.952901,435.633297,Hashas
53,41,39,15.292359,55.343223,7.913015,396.036581,Hashas
57,45,39,16.509655,50.079591,7.190136,435.324055,Hashas
66,47,50,19.160576,55.501172,6.668684,354.253638,Hashas
61,46,42,16.306536,52.80689,6.740608,409.499219,Hashas
65,60,47,15.667139,50.75138,7.751282,380.785629,Hashas
66,42,48,18.347347,50.67151,7.6976,350.558485,Hashas
66,45,49,15.390496,57.719243,7.979943,402.922076,Hashas
59,40,45,17.230465,54.464448,7.146158,419.474499,Hashas
78,59,46,18.582367,58.16984,7.402973,422.459454,Hashas
80,42,36,15.388789,55.942084,6.946828,353.868442,Hashas
59,40,39,15.647719,50.381613,6.753109,365.839395,Hashas
70,40,43,15.313577,54.100831,7.093023,358.500419,Hashas
62,42,43,18.690601,59.267033,7.490353,371.531272,Hashas
52,48,42,19.711487,52.111964,7.901627,375.587024,Hashas
67,53,54,17.355479,57.428604,7.403087,400.528243,Hashas
50,59,42,16.015604,53.655968,7.322754,363.984567,Hashas
77,54,43,18.688146,54.166996,7.496826,373.135583,Hashas
80,49,53,16.157435,59.505847,7.995579,385.859135,Hashas
52,43,39,15.426857,56.55931,7.023768,410.108191,Hashas
62,51,49,16.432928,50.718062,7.200333,396.329426,Hashas
74,51,42,16.013563,56.653317,6.534934,388.332691,Hashas
71,58,48,17.866221,52.691979,6.827809,370.077978,Hashas
63,43,53,19.261651,58.86923,7.413251,418.768662,Hashas
55,59,48,15.747761,57.480786,7.817367,420.335641,Hashas
65,40,43,15.18083,55.28965,7.144609,418.335358,Hashas
73,46,47,17.423633,59.177128,6.660835,404.913871,Hashas
66,43,39,16.828559,58.159761,7.987129,365.621334,Hashas
63,43,49,18.972561,59.784412,6.648069,372.396735,Hashas
73,54,40,16.084055,55.761835,7.869341,424.085587,Hashas
65,51,35,15.389355,52.545932,7.7314,423.159537,Hashas
50,56,39,19.821538,55.817182,7.492369,427.560643,Hashas
109,64,110,19.594483,66.003711,6.30081,507.037481,Patates
107,49,111,16.414825,63.271828,5.103588,530.075423,Patates
72,66,102,18.744339,66.301,5.391344,514.819135,Patates
98,49,106,17.465536,65.512465,5.114249,540.73248,Patates
81,70,94,18.214901,64.145367,5.449045,546.827883,Patates
76,47,109,17.2617,64.940206,5.345861,510.056736,Patates
84,60,101,16.484461,63.539131,6.216977,510.061488,Patates
95,51,112,16.934331,62.19634,5.328544,517.995995,Patates
80,50,90,18.394428,67.143574,5.197965,527.783143,Patates
99,52,78,19.563231,62.576803,6.488452,519.632191,Patates
92,69,88,18.390964,66.408814,5.232489,510.759764,Patates
104,59,103,17.859772,65.729197,6.309584,543.765601,Patates
85,67,81,18.202893,64.586924,6.271843,517.425232,Patates
88,47,103,17.913943,63.16607,6.263326,508.671237,Patates
81,63,82,17.030067,64.130532,5.42925,545.439417,Patates
98,64,103,19.222533,65.809119,6.20538,541.359868,Patates
103,53,105,19.214919,64.828989,6.448851,531.399628,Patates
78,66,90,17.831695,66.7857,5.477609,514.970838,Patates
98,70,108,19.087511,66.098904,5.288322,522.126749,Patates
90,47,77,17.388385,62.316007,5.68816,545.605991,Patates
79,60,90,16.966664,63.670818,6.201632,529.89853,Patates
106,60,84,16.766094,64.302991,5.869183,511.163069,Patates
88,52,91,17.45962,62.90741,5.458474,508.940284,Patates
90,67,94,17.983103,64.887062,5.178046,541.340631,Patates
77,56,82,18.455507,64.75918,5.774983,525.924654,Patates
104,55,94,16.621761,64.928234,6.461787,538.456624,Patates
83,64,78,19.139298,63.486363,5.745384,519.840772,Patates
74,55,108,18.22727,66.827994,5.860829,509.467025,Patates
86,49,84,16.784342,64.106795,5.177046,512.352372,Patates
100,46,87,18.574661,63.455566,5.854541,511.291873,Patates
79,52,93,17.015839,67.164269,5.179893,528.416994,Patates
76,54,108,17.146664,64.948973,6.151593,521.725403,Patates
86,47,88,19.042804,65.885781,5.319314,546.169178,Patates
95,67,104,19.606501,66.522157,6.309214,536.102977,Patates
93,47,97,18.312553,62.556158,5.217999,515.669889,Patates
104,57,108,16.966428,62.981668,5.392358,509.506367,Patates
78,68,98,17.931092,66.638212,6.297479,508.691074,Patates
82,47,91,19.604408,64.225388,6.49131,509.115528,Patates
74,70,99,19.219225,62.677739,5.442684,543.709825,Patates
108,69,108,17.520373,62.653315,5.594342,543.411355,Patates
88,69,111,18.034625,64.138277,5.58099,512.434018,Patates
86,65,84,18.462563,62.431605,6.340594,511.412156,Patates
102,70,89,16.718463,65.84444,5.430944,510.982087,Patates
100,62,105,16.583881,63.5012,5.177373,507.074226,Patates
73,58,96,19.577335,63.537516,6.187225,531.854189,Patates
90,65,102,17.218426,62.984442,5.502033,531.534798,Patates
108,55,96,16.83253,67.384617,6.315739,544.873166,Patates
71,70,95,19.341629,62.464852,5.562143,507.977039,Patates
71,57,106,17.217097,66.774987,5.971188,541.238863,Patates
91,58,80,18.48113,65.264398,5.913627,532.303516,Patates
72,50,101,19.30722,62.417614,6.368261,542.802661,Patates
89,50,87,18.22326,64.512328,5.379839,508.553828,Patates
110,51,103,16.461802,64.274988,5.936893,511.23784,Patates
109,59,103,16.420821,64.797956,5.162036,526.083228,Patates
85,50,79,19.754565,63.405355,5.711589,537.51874,Patates
83,62,111,16.411735,63.623735,5.941526,520.492452,Patates
102,51,84,19.677514,64.494467,5.510913,535.370957,Patates
107,56,83,17.28184,64.57226,5.400832,521.737212,Patates
108,51,110,18.730819,65.227909,6.255837,506.314096,Patates
94,51,81,18.165824,66.661941,5.176287,512.710458,Patates
97,47,106,17.759366,66.876724,5.87371,533.898549,Patates
79,65,105,16.820027,67.167273,5.77567,510.696064,Patates
83,59,81,17.825393,65.162737,6.036046,542.3813,Patates
84,52,82,19.730723,64.451125,6.193312,511.925119,Patates
88,68,94,18.520289,64.996211,6.085876,544.315305,Patates
99,57,80,16.392282,63.725469,5.59449,527.306084,Patates
102,63,85,18.917208,66.625196,6.031121,523.627616,Patates
91,55,101,18.690218,63.051768,5.50679,538.485375,Patates
81,62,91,17.675701,64.467748,6.009925,516.848032,Patates
101,68,96,19.425685,67.268145,5.794931,505.945139,Patates
83,47,104,17.942206,64.74391,5.945327,505.532428,Patates
109,54,96,16.795123,65.179501,6.052625,544.012646,Patates
74,47,94,18.742836,67.300629,5.884084,529.359247,Patates
80,55,89,17.695798,62.42997,5.533003,533.366905,Patates
95,55,99,19.054277,62.628797,5.726126,517.976835,Patates
101,65,104,16.800839,66.831063,5.313245,510.442865,Patates
73,54,95,17.316901,64.530161,6.20362,518.275711,Patates
97,57,97,19.505492,67.054709,5.35337,537.442079,Patates
105,59,94,17.264299,62.330924,5.594202,537.686991,Patates
70,53,85,17.841021,62.51974,6.19244,542.436896,Patates
93,50,108,19.171512,62.205615,6.566995,387.901543,Sogan
69,50,103,19.030183,59.192652,6.200521,433.42299,Sogan
63,67,105,16.571799,60.83364,6.010927,418.572913,Sogan
90,64,77,18.248304,58.781065,6.289577,363.555077,Sogan
77,55,92,15.32947,60.649703,6.021548,421.316794,Sogan
67,53,80,18.431077,56.069977,6.872568,399.026072,Sogan
99,68,110,18.467011,57.408607,6.100438,411.298502,Sogan
64,66,102,18.82009,61.814613,6.468617,382.489209,Sogan
63,70,89,16.497571,58.684401,6.555295,355.835822,Sogan
64,61,82,15.151236,55.460316,6.904473,397.284362,Sogan
78,45,96,16.610055,59.269915,6.103743,419.592062,Sogan
84,61,72,17.059892,62.38088,6.093485,387.489933,Sogan
77,66,84,19.401559,60.744872,6.484615,369.887096,Sogan
83,55,93,16.357478,59.342174,6.069801,413.819439,Sogan
95,59,101,16.94576,59.235739,6.822577,358.646087,Sogan
92,65,95,18.150032,61.302731,6.976928,379.026318,Sogan
93,69,73,18.470631,64.359761,6.536869,406.58464,Sogan
88,49,101,18.209008,63.579842,6.971263,386.211636,Sogan
100,45,92,19.059817,57.50305,6.48011,351.187092,Sogan
96,58,87,19.566901,57.108681,6.792532,372.2537,Sogan
78,69,72,19.585904,59.554649,6.135095,367.159922,Sogan
92,57,78,16.093348,60.384411,6.38533,370.87741,Sogan
77,47,78,17.47603,63.260043,6.04733,403.195102,Sogan
66,60,104,17.170299,59.923745,6.661513,400.455276,Sogan
79,45,96,16.130645,61.91928,6.52286,353.205273,Sogan
77,65,83,19.920765,55.821722,6.169129,352.957657,Sogan
79,59,86,17.813659,58.578453,6.632332,354.334828,Sogan
74,70,85,19.009373,63.03636,6.838323,446.989292,Sogan
62,45,75,15.611888,57.603152,6.960814,429.858868,Sogan
74,57,79,16.460096,55.597104,6.146484,446.285585,Sogan
63,60,99,15.452056,58.309594,6.855377,394.973262,Sogan
82,60,93,18.212371,58.645818,6.340882,440.549464,Sogan
63,48,103,16.364922,57.585188,6.97768,375.162086,Sogan
62,45,92,16.39109,58.271468,6.443259,358.69925,Sogan
67,67,87,17.93641,63.882417,6.734106,434.456092,Sogan
70,57,92,17.57818,58.53354,6.886603,389.223811,Sogan
65,46,86,17.289615,58.311962,6.018197,394.235923,Sogan
78,59,88,19.328067,55.29603,6.97818,411.088286,Sogan
78,55,106,19.636931,59.098585,6.844949,426.509515,Sogan
67,55,76,18.379794,61.985603,6.764442,380.165434,Sogan
78,51,108,16.364644,58.450428,6.738118,437.346915,Sogan
89,49,105,18.422405,60.574307,6.396028,411.996529,Sogan
76,53,72,17.614751,59.401105,6.554412,413.786046,Sogan
76,59,110,15.349457,62.584115,6.157247,379.118363,Sogan
71,63,93,16.841713,56.181238,6.64681,439.505374,Sogan
91,46,89,19.431024,64.5736,6.952999,351.865816,Sogan
83,62,104,17.531554,56.984984,6.489479,413.822026,Sogan
96,57,88,15.074184,57.031216,6.494483,392.407969,Sogan
89,58,96,16.528016,62.193152,6.322865,351.928376,Sogan
80,69,100,16.262728,59.108782,6.991361,361.69693,Sogan
93,51,70,17.381827,56.16976,6.616728,360.770271,Sogan
73,51,96,18.666179,64.028589,6.889412,377.359602,Sogan
77,45,83,16.495016,62.942401,6.118772,448.719088,Sogan
84,46,77,15.451782,64.127972,6.346232,398.90016,Sogan
80,47,97,15.782537,63.819802,6.230889,410.519358,Sogan
87,54,101,17.2117,58.732373,6.087334,428.135176,Sogan
71,62,107,16.313428,56.386751,6.214536,420.313284,Sogan
63,63,93,17.446107,61.183534,6.628017,368.746222,Sogan
67,57,110,17.822455,55.616982,6.374415,423.172451,Sogan
63,53,109,19.122382,61.005432,6.394581,423.193905,Sogan
67,69,85,15.282536,63.845862,6.807276,415.842762,Sogan
88,50,91,15.880084,60.96671,6.438349,400.363586,Sogan
82,67,98,15.133828,62.856476,6.354895,366.096133,Sogan
100,59,107,18.010983,55.832733,6.564254,371.065089,Sogan
68,65,87,19.779974,60.059743,6.178705,423.496681,Sogan
76,66,97,19.002795,64.952807,6.721688,391.61488,Sogan
94,67,76,15.416291,63.010256,6.134678,438.876663,Sogan
61,46,76,16.20812,60.643849,6.92507,390.170358,Sogan
88,51,71,17.732402,58.547937,6.219273,395.635778,Sogan
96,65,76,18.32186,63.917243,6.480941,352.329677,Sogan
95,70,84,16.479743,57.191674,6.257386,402.396994,Sogan
60,46,103,18.226641,62.724586,6.081632,373.875563,Sogan
67,63,96,16.871823,63.110755,6.740569,404.410398,Sogan
78,55,70,17.332028,64.151071,6.975171,389.189566,Sogan
88,45,102,17.732421,63.105681,6.850193,364.861558,Sogan
80,67,95,18.630546,59.440817,6.982351,407.74898,Sogan
97,63,106,15.375171,60.73859,6.364293,368.34438,Sogan
79,60,88,19.089944,63.173409,6.57254,439.074882,Sogan
68,57,101,17.59435,56.887328,6.526212,363.946226,Sogan
93,62,86,17.233716,55.404749,6.688562,445.807452,Sogan
51,46,83,17.408071,50.609064,6.021129,428.453914,Sarimsak
77,40,67,17.514273,59.920569,6.117451,379.166241,Sarimsak
52,64,86,14.893619,52.196321,6.983491,374.066669,Sarimsak
64,40,67,17.141709,50.709381,6.454723,392.675724,Sarimsak
76,40,64,16.298604,57.197178,7.109113,431.58196,Sarimsak
56,56,69,14.439642,52.127243,6.582012,413.921656,Sarimsak
86,64,74,14.6353,53.252436,6.653614,424.119658,Sarimsak
67,57,62,13.271746,50.664148,7.095071,448.681166,Sarimsak
63,56,89,13.560852,52.621745,7.464742,370.536954,Sarimsak
58,63,65,14.472513,58.048926,6.778291,439.968791,Sarimsak
68,43,74,14.062681,55.225232,6.284442,386.699855,Sarimsak
72,61,83,16.026098,54.458307,6.69704,432.232765,Sarimsak
68,52,96,14.301335,57.360484,6.093632,398.853511,Sarimsak
51,40,72,14.926902,56.45168,6.331297,394.181367,Sarimsak
78,44,88,13.922407,56.297653,6.00463,391.036736,Sarimsak
63,58,93,15.802974,52.233755,6.343336,388.243949,Sarimsak
78,53,99,17.273413,56.318973,7.003917,438.951227,Sarimsak
72,48,89,15.303342,56.698235,7.199049,434.415535,Sarimsak
67,46,71,16.313121,53.306121,6.487164,436.265239,Sarimsak
58,60,96,15.861493,55.14997,7.252548,424.979066,Sarimsak
83,43,95,13.755909,55.383989,7.488947,438.603413,Sarimsak
53,51,86,13.801432,50.294983,6.287237,448.195381,Sarimsak
78,60,86,13.783212,56.697219,6.979279,376.749006,Sarimsak
74,43,76,16.673466,57.420634,6.543483,419.548572,Sarimsak
80,51,69,17.67601,50.401978,6.027194,429.960447,Sarimsak
62,47,85,13.368367,53.721426,7.391268,351.584503,Sarimsak
61,45,65,13.118118,50.752937,6.406997,448.101142,Sarimsak
81,53,61,16.169568,53.741444,7.230861,403.924095,Sarimsak
63,41,62,17.230593,55.384514,6.491544,387.668972,Sarimsak
84,40,98,13.700331,54.043631,6.269455,410.0959,Sarimsak
59,44,85,16.312141,57.48139,6.706414,369.404311,Sarimsak
50,55,64,15.569366,55.29867,6.185031,379.623807,Sarimsak
56,48,92,17.993363,56.588364,7.277216,382.007994,Sarimsak
53,62,88,13.173544,57.428775,7.242698,360.89759,Sarimsak
77,53,78,16.572175,50.910642,7.208901,386.915993,Sarimsak
80,42,63,16.456885,55.1619,7.247116,403.839023,Sarimsak
70,53,92,13.767139,54.552704,6.459895,413.869117,Sarimsak
67,41,67,17.666401,52.399405,7.121467,411.396518,Sarimsak
60,62,65,15.074153,54.712437,6.401958,359.579004,Sarimsak
67,61,60,13.122207,52.620632,6.847709,423.706833,Sarimsak
75,47,100,16.522995,57.375167,7.433244,365.353351,Sarimsak
51,56,88,15.170156,56.275015,7.168012,400.220947,Sarimsak
64,48,81,15.982083,54.25121,6.610697,383.990959,Sarimsak
84,54,100,14.731008,59.055393,7.428422,381.642815,Sarimsak
86,60,92,17.290901,51.25792,6.875152,372.073285,Sarimsak
59,42,70,15.177447,55.911651,7.1311,353.195713,Sarimsak
83,58,79,17.063248,54.00279,6.393078,406.105542,Sarimsak
90,62,65,15.437007,56.080403,6.534559,360.654682,Sarimsak
78,43,90,14.805048,54.360622,6.778512,391.887396,Sarimsak
87,62,70,16.392048,58.796703,6.888024,358.36697,Sarimsak
53,41,86,14.796447,54.574542,7.44485,433.349006,Sarimsak
63,54,69,15.852594,59.548166,6.77458,365.499559,Sarimsak
68,42,95,13.349382,59.580253,6.163786,356.843537,Sarimsak
87,63,86,17.172798,58.364263,7.270743,398.227849,Sarimsak
71,65,97,17.380432,53.341889,6.518959,359.255553,Sarimsak
56,40,98,17.031192,58.891768,7.276622,370.497708,Sarimsak
89,43,65,17.922733,58.68772,6.859474,350.268961,Sarimsak
58,47,74,13.660566,51.985102,7.092398,380.996587,Sarimsak
50,61,99,14.823192,59.513051,7.26127,413.232389,Sarimsak
62,55,82,14.071497,54.006733,7.376956,393.882167,Sarimsak
50,64,76,16.114527,57.97883,7.45496,388.216264,Sarimsak
72,60,63,15.783875,50.014023,7.482866,425.552812,Sarimsak
57,59,96,13.998048,55.426064,6.84596,369.790199,Sarimsak
50,61,100,13.074644,51.00613,7.251794,368.550309,Sarimsak
50,41,75,14.252688,57.176855,6.708748,430.424182,Sarimsak
76,51,95,14.078726,53.386688,6.639292,445.53368,Sarimsak
51,48,90,13.496759,51.446613,6.875187,367.542311,Sarimsak
77,44,77,17.063967,57.650611,6.606122,435.50145,Sarimsak
59,62,60,16.724291,55.770836,7.010106,375.496863,Sarimsak
57,42,86,14.54366,59.673218,7.332374,423.298701,Sarimsak
79,62,75,16.71915,54.428575,6.928298,383.044604,Sarimsak
67,62,98,14.187966,54.983275,6.427234,425.72152,Sarimsak
69,42,89,13.330809,57.615699,7.161542,442.44122,Sarimsak
84,58,68,13.15007,55.038942,6.053684,431.327504,Sarimsak
57,40,81,17.655581,54.470396,6.848499,351.275983,Sarimsak
83,44,66,13.438069,51.217853,6.641584,351.631266,Sarimsak
82,50,76,15.794868,59.281273,6.627437,391.284459,Sarimsak
62,45,69,13.626742,57.928015,7.106565,416.492385,Sarimsak
56,60,92,15.701943,52.851345,7.118716,442.076143,Sarimsak
51,46,84,14.288991,57.117801,7.39674,428.363682,Sarimsak
60,46,65,15.752992,61.183456,6.566848,352.334808,Salgam
55,33,66,17.51187,64.261585,6.615582,363.654048,Salgam
61,48,62,16.100471,57.772775,6.168525,394.01193,Salgam
69,47,64,16.109662,58.590777,6.610909,373.824586,Salgam
54,39,71,17.784227,61.937243,6.214133,430.82949,Salgam
61,32,59,17.932094,63.940328,6.375319,449.042558,Salgam
59,35,79,16.060057,61.238939,6.015287,443.314204,Salgam
65,50,61,15.80756,62.553467,6.280988,425.211012,Salgam
67,44,56,16.37706,61.327368,6.190515,360.313483,Salgam
46,44,67,17.289246,59.268531,6.356411,400.778029,Salgam
66,32,75,15.512681,57.081702,6.447057,374.496031,Salgam
56,34,62,15.569861,57.212348,6.166943,380.944244,Salgam
69,48,51,17.451501,55.533664,6.183553,399.554874,Salgam
57,50,70,17.402585,56.70076,6.398886,449.918773,Salgam
67,36,54,16.906348,63.23041,6.50285,393.857597,Salgam
55,47,67,17.776197,63.08001,6.274781,407.0522,Salgam
60,39,76,15.070629,55.009753,6.522719,391.864921,Salgam
55,43,73,17.815816,62.979517,6.961717,421.707748,Salgam
64,34,56,16.723435,58.611528,6.205407,370.02715,Salgam
57,35,51,15.465951,61.081809,6.528788,389.999054,Salgam
68,30,69,15.136528,64.941889,6.478672,377.467776,Salgam
57,33,54,15.889594,58.484827,6.89906,373.577285,Salgam
59,50,58,17.379975,60.871285,6.680443,425.440258,Salgam
65,46,76,16.227188,60.927839,6.603969,377.862944,Salgam
67,43,59,16.678289,56.811317,6.572592,426.38165,Salgam
49,36,62,17.033392,55.906309,6.654375,382.999099,Salgam
62,38,65,16.280203,56.933098,6.218184,436.741702,Salgam
41,37,50,15.350873,55.75127,6.764076,364.688318,Salgam
59,47,72,17.80685,55.266959,6.532159,440.647989,Salgam
44,44,61,15.747103,56.266277,6.524882,397.200389,Salgam
50,40,63,15.704445,60.773325,6.62844,354.871152,Salgam
63,32,80,15.833527,58.63245,6.587472,406.629819,Salgam
46,30,72,15.935392,61.826106,6.358081,435.912079,Salgam
41,31,54,16.863994,59.999473,6.607901,429.837904,Salgam
52,50,76,17.171503,59.39796,6.458999,439.29669,Salgam
65,41,74,15.425917,62.667866,6.565277,408.182509,Salgam
43,33,60,16.82042,59.630616,6.518264,442.022248,Salgam
67,45,65,16.165359,62.516958,6.333342,439.720355,Salgam
59,34,74,17.663572,59.741532,6.463512,402.197524,Salgam
64,34,80,15.155362,58.292092,6.818484,428.471007,Salgam
52,46,72,15.884055,57.922433,6.035628,396.882073,Salgam
42,32,75,15.013506,60.779076,6.82533,424.646974,Salgam
49,30,80,17.916558,64.128357,6.478086,412.732615,Salgam
54,41,51,16.686984,55.657865,6.203634,387.712979,Salgam
59,38,57,15.696343,59.330064,6.826497,424.775813,Salgam
56,50,54,17.964713,64.462805,6.687009,361.817789,Salgam
62,32,80,17.264844,57.764338,6.870977,443.562199,Salgam
55,38,61,17.361605,55.004862,6.685198,385.725179,Salgam
42,31,61,16.128231,63.443139,6.13401,388.313309,Salgam
70,31,68,15.440965,56.383356,6.857257,419.758728,Salgam
61,35,80,16.823902,57.422451,6.255516,371.07459,Salgam
53,38,50,17.543467,57.682759,6.672788,420.722058,Salgam
61,41,79,16.514846,57.850161,6.662069,366.68179,Salgam
42,30,54,15.381262,61.122528,6.766382,375.839209,Salgam
67,33,51,17.503496,60.948659,6.48663,399.531172,Salgam
68,45,77,15.259397,59.570678,6.921295,433.851489,Salgam
63,41,67,15.809764,59.914813,6.626369,436.544604,Salgam
45,43,58,16.998117,59.41582,6.762997,389.331544,Salgam
60,33,75,16.940811,55.896304,6.159738,443.878056,Salgam
69,41,71,17.733444,55.777657,6.941387,432.121855,Salgam
68,33,52,15.708261,60.525914,6.179998,394.95601,Salgam
48,50,64,15.748528,61.869288,6.481655,358.228648,Salgam
43,49,67,17.116643,64.388524,6.568484,430.32713,Salgam
47,41,73,15.735189,64.854756,6.7489,373.537169,Salgam
62,43,51,16.797936,60.55785,6.645923,354.278548,Salgam
54,35,72,17.617465,61.950922,6.810791,405.502218,Salgam
56,50,64,15.513258,57.788983,6.360964,352.135353,Salgam
48,43,63,16.109351,61.6135,6.088255,434.093616,Salgam
45,47,77,15.929877,59.697323,6.781284,385.526468,Salgam
61,35,70,15.453419,58.936567,6.106517,363.304996,Salgam
58,47,73,16.43182,61.42716,6.476698,434.099759,Salgam
60,44,64,16.456768,59.186964,6.272935,392.189482,Salgam
61,35,50,17.507436,55.183706,6.576028,401.536939,Salgam
51,50,68,16.568403,56.21002,6.111326,404.472818,Salgam
41,46,59,15.476429,64.343769,6.74395,401.027548,Salgam
41,41,55,16.898036,58.268289,6.531876,371.778204,Salgam
59,39,52,15.765991,56.644515,6.295677,434.915709,Salgam
40,44,72,17.564429,59.076654,6.833056,352.625676,Salgam
55,49,71,15.534599,63.52506,6.716431,372.912863,Salgam
51,43,56,17.726957,59.194606,6.311025,357.084212,Salgam
39,83,100,21.533435,58.433279,7.296458,524.732899,Yonca
27,61,78,17.485564,53.044913,7.064618,460.010956,Yonca
36,70,99,21.103,50.712711,6.507986,416.481983,Yonca
26,71,90,15.19762,46.975491,6.589158,498.913039,Yonca
32,80,101,20.355859,50.558841,7.133565,426.050327,Yonca
39,74,70,16.358906,46.564001,7.561375,537.483001,Yonca
33,60,90,21.620238,50.905571,7.687398,500.763397,Yonca
40,76,94,19.4187,53.208923,6.754049,535.382431,Yonca
31,84,111,18.809972,45.656568,6.867099,512.227039,Yonca
24,74,97,16.707963,53.770141,7.218427,460.753207,Yonca
40,81,120,18.935105,45.018063,7.226792,568.463289,Yonca
33,81,72,20.309493,55.052038,6.698445,405.101084,Yonca
26,81,119,21.932128,48.601455,7.439632,475.030894,Yonca
40,78,78,16.583373,46.019095,7.950947,449.495188,Yonca
28,88,73,15.799953,54.698375,7.582843,588.978334,Yonca
31,77,80,23.997843,53.759902,7.783542,499.193496,Yonca
38,81,83,18.857397,58.924832,7.433438,406.302839,Yonca
37,71,71,18.594799,50.618702,7.028746,477.468776,Yonca
37,78,105,19.639499,52.86565,7.705219,588.7831,Yonca
32,88,72,23.579283,51.607868,7.364698,409.758233,Yonca
20,60,101,16.874558,47.293967,6.68184,581.433741,Yonca
34,82,103,16.381964,48.97085,7.106401,440.701824,Yonca
27,70,76,20.615897,53.781609,6.527045,431.081031,Yonca
20,72,72,20.588017,59.78196,6.508788,597.624323,Yonca
37,69,92,21.499557,50.097167,7.303423,521.776407,Yonca
28,68,107,23.861851,48.31399,7.193368,488.112708,Yonca
40,78,100,15.36335,49.491692,7.213054,475.04527,Yonca
39,86,74,16.47101,53.605419,7.899331,525.06132,Yonca
28,71,110,15.517766,48.819516,7.444205,438.925879,Yonca
25,83,91,19.761046,53.546162,7.376398,472.867894,Yonca
30,72,118,23.406799,45.041001,6.553917,471.333985,Yonca
22,74,82,21.464633,59.011865,7.903458,503.588756,Yonca
35,73,112,22.082895,56.982478,6.76367,596.644634,Yonca
36,72,101,21.481809,48.21421,6.853499,484.763292,Yonca
25,71,109,20.732231,48.731306,7.298634,435.565425,Yonca
